# x l P_ref P_forward P_backward_exp abs_err_forward rel_err_forward abs_err_backward rel_err_backward
0.5 16 -1.49855135474354029e-01 -1.49855135474354029e-01 2.33722096567358584e+00 0.00000000000000000e+00 0.00000000000000000e+00 2.48707610114793987e+00 1.65965356694337238e+01
0.5 17 5.22168397437781096e-02 5.22168397437781096e-02 2.27834340424108728e+00 0.00000000000000000e+00 0.00000000000000000e+00 2.22612656449730917e+00 4.26323495527621077e+01
0.5 18 1.92296222143340856e-01 1.92296222143340856e-01 7.68073098711466885e-03 0.00000000000000000e+00 0.00000000000000000e+00 1.84615491156226191e-01 9.60057816521276641e-01
0.5 19 1.37767210224410519e-01 1.37767210224410519e-01 -2.15095198700410251e+00 0.00000000000000000e+00 0.00000000000000000e+00 2.28871919722851302e+00 1.66129458054670138e+01
0.5 20 -4.83583810673735570e-02 -4.83583810673735570e-02 -2.10447488176675890e+00 0.00000000000000000e+00 0.00000000000000000e+00 2.05611650069938534e+00 4.25183071748157957e+01
0.5 21 -1.78413857922350871e-01 -1.78413857922350871e-01 -5.84263505411928858e-03 0.00000000000000000e+00 0.00000000000000000e+00 1.72571222868231594e-01 9.67252347311148286e-01
0.5 22 -1.28198724677986320e-01 -1.28198724677986320e-01 2.00310708470174426e+00 0.00000000000000000e+00 0.00000000000000000e+00 2.13130580937973058e+00 1.66250156913277642e+01
0.5 23 4.52449377842185640e-02 4.52449377842185640e-02 1.96514988595564644e+00 0.00000000000000000e+00 0.00000000000000000e+00 1.91990494817142787e+00 4.24335857710272037e+01
0.5 24 1.67159446063450901e-01 1.67159446063450901e-01 4.56497382573199488e-03 0.00000000000000000e+00 0.00000000000000000e+00 1.62594472237718918e-01 9.72690901212970083e-01
0.5 25 1.20381116869332061e-01 1.20381116869332061e-01 -1.88207021616820303e+00 0.00000000000000000e+00 0.00000000000000000e+00 2.00245133303753509e+00 1.66342644520494041e+01
0.5 26 -4.26641412083963445e-02 -4.26641412083963445e-02 -1.85026595607432598e+00 0.00000000000000000e+00 0.00000000000000000e+00 1.80760181486592963e+00 4.23681753263603014e+01
0.5 27 -1.57796621504634693e-01 -1.57796621504634693e-01 -3.63785983690226690e-03 0.00000000000000000e+00 0.00000000000000000e+00 1.54158761667732430e-01 9.76945895278274912e-01
0.5 28 -1.13838402812526884e-01 -1.13838402812526898e-01 1.78061213101757088e+00 1.38777878078144568e-17 1.21907787398149722e-16 1.89445053383009787e+00 1.66415768934315267e+01
0.5 29 4.04796869645777657e-02 4.04796869645777518e-02 1.75342433825634592e+00 1.38777878078144568e-17 3.42833377638477802e-16 1.71294465129176809e+00 4.23161536004638776e+01
0.5 30 1.49848814900610805e-01 1.49848814900610805e-01 2.94220596842166560e-03 0.00000000000000000e+00 0.00000000000000000e+00 1.46906608932189153e-01 9.80365503922249193e-01
0.5 31 1.08258007920364385e-01 1.08258007920364427e-01 -1.69396751179527483e+00 4.16333634234433703e-17 3.84575369741416892e-16 1.80222551971563916e+00 1.66475030747043995e+01
0.5 32 -3.85995628883580022e-02 -3.85995628883579883e-02 -1.67034953145538223e+00 1.38777878078144568e-17 3.59532252941655202e-16 1.63174996856702426e+00 4.22737939620341052e+01
0.5 33 -1.42992183252221072e-01 -1.42992183252221100e-01 -2.40604226821593574e-03 2.77555756156289135e-17 1.94105544683316055e-16 1.40586140984005126e-01 9.83173609819132710e-01
